id,url,title,text
1967,,,
1968,,,
1969,,,
1970,,"he argues, is a long-term and collective activity. Thus, the first requirement for a support system at work,is that it should support creation of novel solutions and the improvement of work.",
1971,,"2.2. Tools 
The tool of collaborative learning at work is the support system under scrutiny. The support systems at work usually include assumptions about the work and learning they are trying to support. However, these reasons for the tools being the way they are designed, start to disappear along with the development of the work while the support system remains the same. On the other hand, as work, its procedures, and its context develop in the course of time, they are left unsupported if the support system is not changed (see e.g. B!lldker's [6] analysis on the tool used in Danish National Labour Inspection service). Therefore, learning support systems should be changeable in the course of time.",
1972,,"In addition, if workers are to invent ways around difficulties and unexpected irregularities, and learn",
1973,,,
1974,,"2.4. Community 
The community of collaborative learning in schools is often a small group of learners, usually students in the group because learning is the main activity [as in 9, 16]. At work, however, working and learning are intermingled and it is recognised in recent CSCW research that collaboration does not require homogenous groups but collaboration is constituted by work processes that are related as to their content [2]. Thus, the learning community does not have to be a previously defined group of people, but instead it should be formed more or less around the working activity. This demand is furthermore supported by the study of Eveland et al [12], who found that the help providers were ""sought out as much for their similarities to the help recipients in terms of work and position as for their technical qualifications"" [p. 272]. Therefore, the network of helping relationships should follow in the first place work activity alignments rather than technical or pure subject matter specialization.",
1975,,,
1976,,,
1977,,,
1978,,,
1979,,,
1980,,"The learning community does not have to be previously fixed, however. The community of learning",
1981,,"may also be in continuous change as the work and its context change. This requires that the learning community may be expanded when necessary and the support system should help in expanding the community. Thus, the fourth requirement is to support the construction of learning community around the work and to expand it.",
1982,,"2.5. Division of labor 
The traditional assumption about learning in schools is",
1983,,"the division of labour between students and teachers. There are supposed to be a teacher who knows the knowledge and students who are ignorant and need to learn. Similarly, the dichotomy between experts and novices at work assumes that experts have learned enough and it is the novices who have to learn. However, the distinction between those who know and those who do not know is not important [5, p. 172], because ""expertise is a fluid, social construction that is constantly subject to redefinitions, the more so in times",
1984,,,
1985,,by that I mean the capacity on the part of members of a work organization to systematically reflect upon their,
1986,,"own organizational practice and to engage in the on­going modification of work procedures and tasks. Organizational reflexivity, in short, involves learning about an organization and its possibilities and knowing",
1987,,"how to influence them."" 
	This transition from an authority to self assessment",
1988,,"and collective reflectivity requires that the learning support system should support critical reflecting and the going beyond the existing ways of working. Ciborra and Schneider [8] have also noticed this requirement and suggest that the tools ""should support people's capabilities for reflection and inquiry within the context in which they are embedded."" [p. 286). Thus, the last requirement for support systems is to support continuous and collective reflectivity at work.",
1989,,"2. 7. Summary of requirements 
This analysis has brought out six requirements for computer support for collaborative learning. These requirements are:",
1990,,,
1991,,,
1992,,,
1993,,"them, yet robust enough to maintain a common identity across sites."" Thus, the fifth requirement for collaborative learning at work is that the support system should be a boundary object.",
1994,,"2.6. Rules 
Rules concern explicit and implicit norms, as well as conventions within a community. One common norm in school has usually been related to the assessment of",
1995,,"learning. There has been the ultimate authority (namely the teacher) telling the correctness of actions and results. At work this kind of authority looses its meaning when people have to asses their doing and learning in the course of their daily work to be able to modify their work procedures and tasks. For instance, Howard [14, pp. 177-178] argues that ""As work becomes more interdependent, a particular kind of skill becomes increasingly crucial to effective work performance. I call it 'organizational reflexivity', and",
1996,,,
1997,,"3. Conclusion 
As learning is increasingly intermingled with working practices, learning support needs special attention in context of working environments. However, that is not",
1998,,to say that existing practices in school would not be useful - they have their own benefits and are needed -,
1999,,but the working environment may also need the support for its own special conditions to be optimal.,
2000,,"This paper has identified six special requirements for collaborative learning support at work. These requirements have 	two consequences 	on implementation. First, although there are some examples of how to fulfil some of these requirements at the same time, the real support system should integrate",
2001,,"all the requirements into a coherent whole. Secondly, there are many possible ways to implement these requirements, and the chosen implementation should be derived from the work and the existing work support",
2002,,,
2003,,,
2004,,,
2005,,,
2006,,,
2007,,,
2008,,"Dodi , N.R. 1990. Instructional groupware: Design considerations. In D.W. Dalton (ed.) Proceedings of the 32nd Annul International",
2009,,,
2010,,"Marjo Favorin: Department of Information Processing Science, University of Oulu, P.O. Box 333, FIN-90571 Oulu, Finland. marjo @rieska.oulu.fi.",
2011,,,
2012,,,
2013,,,
2014,,,
2015,,Team Learning through Computer Supported Collaborative Design,
2016,,"Anne Ferraro1, Edwin Rogers1, and Cheryl Geisler2",
2017,,"1 Computer Science Department and 
2Language, Literature, and Communications Department 
Rensselaer Polytechnic Institute 
Troy, New York, USA 12/80-3590",
2018,,,
2019,,Abstract,
2020,,"Colleges and universities have not traditionally edu­cated their students in the benefits and techniques of collaboration. Rather traditional education has exalted the genius of the solitary scholar. Modem times de­mand otherwise of us, and educators must learn them­selves how to teach collaboration. This is nowhere more evident than in the ""design disciplines,"" those whose practitioners spend substantial portions of their",
2021,,"professional lives designing things. These include en­gineers (mechanical, electrical, civil, software, etc.), architects, and writers.",
2022,,This paper discusses the nature of collaboration in,
2023,,the design disciplines and describes innovations and studies in collaborative design education in which the authors are involved. A venue for collaborative design education and research is described as well.,
2024,,"Keywords - computers, networks and other techno­logical developments relevant to CSCL, instructional strategies and approaches, instructional assessment is­sues.",
2025,,1. Introduction,
2026,,"The modern workplace is dominated by collaborative activities. As products and services grow in complex­ity, collaborative work is becoming increasingly multi­disciplinary. Consequently, educators must prepare their students for success in this mode of work.",
2027,,This paper discusses how technology can usefully extend the collaboration process in face-to-face settings as well as prepare students for collaboration in the workplace. Also presented are reasons why current group decision support systems may not succeed in important areas such as design and collaboration edu­cation. An environment in which design teams can learn how to interact and succeed in their work is de­scribed.,
2028,,,
2029,,2. Teams,
2030,,A common practice in industry is to bring together people of multiple disciplines and expertises to achieve a common goal [Katzenbach91]. One of the greatest challenges in this setting is getting a group such as this to work together as a team. Each member brings his/her strengths (and weaknesses). The objective of the team approach is to develop solutions which are better than those any individual would likely produce.,
2031,,"""Team"" is a familiar word and concept which has many interpretations. In this context, good teamwork results from listening and responding constructively to other's views, support and dedication to shared goals, and full participation. Good team characteristics also",
2032,,"accountability, collective work-products, and perfor­include shared leadership roles, individual and mutual",
2033,,"mance measures directly assessed from collective work-products. Members encourage open-ended dis­cussion and active problem-solving meetings [Katzenbach91, Hutchins93].",
2034,,"To be successful, a team generally needs people who bring a varied expertises and who can fill a variety of roles --- organizing, evaluating, detailing, moderat­ing, etc.",
2035,,3. Traditional Meetings,
2036,,Among all the events which occur during a team's,
2037,,"productive are often the team meetings. A meeting is a work on a project, the most intensely collaborative and",
2038,,gathering of people with a purpose where communica­tion among participants is the central activity.,
2039,,"Most meetings occur in an enclosed space with tables and chairs while the communication media are limited to verbal exchanges and visuals such as paper, overhead projection and video. Direct communication is largely limited to speech and the passing of docu­ments.",
2040,,,
2041,,,
2042,,,
2043,,,
2044,,,
2045,,"As participants use the oral medium, the meaning of words and objects (sketches, charts, text, etc.) inter­weave to construct mutual understanding. If a team member is trying to explain how an engine works, for example, then the member may use photos, video, dia­grams, graphs, and words to foster an understanding for others. Others in the team may use the spoken word and the other representations to query the expert on how the engine works and the terminology which describes it. Without clear communications, the team may spend hours needlessly debating before they rec­ognize and correct a simple misunderstanding.",
2046,,"During a design project, a team travels through an abstract domain of ideas in which they collect, com­pare, join, discard, revise, etc. The path taken includes many decisions made along the way, and a group may use many decision making methods during the design process.",
2047,,"When a decision is made by consensus, all mem­bers usually understand the decision and are prepared to support it. In practice, consensus means that all members can rephrase the decision to show that they understand it, that all members have had a chance to tell the group how they feel about the decision, and that those members who continue to disagree or have doubts are nevertheless willing to give the decision a try.",
2048,,"Throughout the process, the design team tries to attain a mutual understanding of issues and solutions. When a group has a mutual understanding, they are able to move to consensus on a point.",
2049,,The construction of a mutual understanding through dialogue includes both agreement and dis­agreement. [Burnett93) found a significant positive correlation between the amount of substantive conflict during invention and the final product quality. Sub­stantive conflict appears to allow participants to fully explore the possible alternative courses of action.,
2050,,"4. Face-to-Face Meetings 
Problems in traditional meetings include ideas that do not surface and are lost, time wasted on ""political pos­turing,"" the serial nature of communications (i.e., dis­cussions of one topic at a time), and documenting the meeting [Dallavalle92). In recent years meeting rooms have incorporated telephones and television in order to permit live communication with distant conferees and for showing pre-recorded material (essentially ""hard copy""). Computers have also been added to gather, organize and distribute information.",
2051,,"Distance collaboration offers obvious advantages but suffers from bandwidth limitations of current communications technology. To explore the ultimate promise of coming technology and to address directly opportunities present in most on-campus college set­tings, we consider face-to-face meetings.",
2052,,,
2053,,"5. Media in Meetings 
Multiple media give individuals many ways to express their ideas in written documents, notes, sketches, graphs, tables, audio and video recordings, etc. A vari­ety of formats allows others to view an idea from many viewpoints, increasing each person's chance of gaining an accurate understanding.",
2054,,"For example, the floor plan of a house gives no di­rect sense of vertical dimension. However, two draw­ings or a perspective drawing can make it possible to comprehend the third dimension. A dynamic on­screen walkthrough is even better. On the other hand, graphical instructions on assembling a bike without any text would be of little use. Words are generally helpful in describing how to make parts fit together. In a third example, the weatherman may say it is ""cold"" outside. For someone in southern California, ""cold"" may be 50 degrees while someone in upstate New York might define ""cold"" as 20 degrees. Without the numerical representation for the temperature, the meaning of ""cold"" is ambiguous.",
2055,,"In a collaborative design session, there may be other options for expressing ideas. When an idea is in­troduced, it may be rendered in multiple forms thereby increasing the chance of its being understood. Differ­ent ideas generally benefit from expression in different media, each medium chosen to best convey an aspect of the idea at hand. Furthermore, modern electronic communication can bring appropriate information from a myriad of sources in various media to a team. This access to global information resources prevents unnec­essary delays and delivers information when it is most valuable and usable.",
2056,,Good multiple media will free people to think as­sociatively and attach comments to the ideas being pre­sented. Team progress and reports may be thus built automatically during deliberation. Appropriate tools may also encourage multitasking in the sense of a per­son concentrating on the current topic without forget­ting what s/he wants to say (whether or not that topic has passed).,
2057,,"When multiple sources of information compete for our attention, cognitive issues are raised. For example, most people are able to listen closely to one speaker yet give enough attention to others to permit them to detect enough content to earn a shift of attention.",
2058,,"The use of multiple media raises further cognitive issues. For example, the confusion present when mul­tiple sources communicate within a single medium may be reduced when the sources are spread among several media. Multiple media sources may affect the level of interest generated and may serve either to stimulate or distract participants. The sequencing of in­formation may be easier when alternate media provide alternate channels for acknowledgment of receipt.",
2059,,Over the past 10-15 years various academic and commercial organizations have built and used com­puter-supported group decision support facilities,
2060,,,
2061,,,
2062,,,
2063,,,
2064,,,
2065,,"[Nunamaker93, Marca92, McLeod92, DiPietro92]. These have incorporated networked personal comput­ers running group decision support software (GDSS) which coordinates idea generation, evaluation and de­cision making [Stefik87].",
2066,,"Because most GDSS designs emphasize informa­tion management instead of collaboration support, these traditional decision-support systems are not con­sistently effective in meetings [Marca92]. Many GDSSs are highly structured and have tight synchro­nization points. The computers are a central part of the meeting and force the group to follow a meeting script dictated by the software. A professional facilitator may be required for each meeting. These systems generally do not foster learning of group dynamics and",
2067,,,
2068,,"Participants are able to take and cede control of the ""public"" workspace via protocols administered by this software. They are able to move items back and forth between public and private screens in the course of a meet- ing. This electronic activity is comple­mented by active oral dialog with significant synergy.",
2069,,"The Collaboration Network is viewed as hyper­group-ware; that is, a framework into which appli­cations soft-ware, both single user and groupware, can profitably be imported for joint use.",
2070,,,
2071,,,
2072,,,
2073,,"6. Collaborative Learning Through Design To be productive in design meetings, the participants must be familiar with roles, activities, and protocols which are all part of meetings. Training sessions must familiarize participants with meeting roles such as",
2074,,"those described by [Pfeiffer91] and with meeting activ­ities such as generating ideas, negotiating, assigning action items, reviewing existing items, and presenting.",
2075,,"A group ""history"" should be established through team building. Introduction of an electronic meeting system into an ad hoc group project with little or no group history tends to increase the degree of apprehen­sion about meeting and about communications media",
2076,,[Chidambaram93].,
2077,,The Rensselaer Design Conference Room (DCR) has been created with these things in mind. The DCR is,
2078,,"a conference-sized room accommodating 6 to 10 peo­ple. Participants generally come to this room with their individual ideas, information, documents and vi­",
2079,,suals ready to present or otherwise inject into a team discussion. The DCR has access to all network ser­vices.,
2080,,sketched in Figure 1. The table has a central hexago­The physical configuration of a DCR conference is,
2081,,"nal portion containing ""public"" screens (large color monitors) in front of each pair of team members. Three wings extend from alternate edges of the central hexagon. Each wing houses two workstations for the use of individual team members. All screens are buried below eye level so as not to impede visibility and dialog among team members. This table design gives each participant a private workspace as well as access to the DCR Collaboration Network (CN).",
2082,,,
2083,,� Figure 1. Sketch of DCR table configuration.,
2084,,A form of anonymity in this face-to-face setting is,
2085,,"available via a ""chat"" program. Anonymity may re­duce apprehension and increase focus on ideas, yet in",
2086,,"the DCR, everyone still has the advantage of a full range of visual and oral cues. For each project, there is storage space for team and individual files. A teams can form sub-projects which arehandled hierarchically within a main project.",
2087,,The main CN interface is shown in Figure 2. It uses a schematic table top to show all participants in their posi -tions around the DCR conference table.,
2088,,There are three participants in this specific collabora­,
2089,,"tion session, as indi- cated by the shading of their heads. Each has an appropriately oriented copy of this table on his/her private screen. Anne is in control of the public screen, and Cheryl has requested control. The person in control can drag her cursor smoothly from her private screen to the public screen and back again, shifting both mouse and keyboard control be­",
2090,,"tween computers. Moreover, the clipboard fol- lows silently, carrying data between domains. To support active give and take, a user not in control of the public screen can drag her/his cursor onto the public screen where it turns into a personalized ""ghost"" cursor to serve as a pointer during discussion. The buttons in the center allow a user to interrupt(""!"") or freeze (""stop sign"") the control of the public screen. These media sharing/control protocols evolve as we learn more about better meeting support mechanisms.",
2091,,,
2092,,,
2093,,,
2094,,,
2095,,Figure 2. CN interface window during a collaboration.,
2096,,,
2097,,,
2098,,,
2099,,,
2100,,"[Dallavalle92] Dallavalle, Til, Alicia Esposito, and Steve Lang. ""Groupware--One Experience,"" Groupware '92 Conj. Proceedings, 470-477.",
2101,,"[DiPietro92] DiPietro, Carl. ""Groupware Meetings that Work,"" Groupware '92 Conference Proceed­ings, 50-56.",
2102,,"[Geisler95] Geisler, C., E. H. Rogers and C. Haller, ""The Role of Language in Conceptual Design: the Nature of Expertise in Software Engineer­ing"", American Educational Research Associa­tion, San Francisco, 1995.",
2103,,"[Hutchins93] Hutchins, Tony, Michael G. Hyde, David Marca, and Lou Cohen. ""Process Im­provement That Lasts: An Integrated Training and Consulting Method,"" Communications of the ACM, vol 36, no 10, October 1993, 105-113.",
2104,,"[Katzenbach91] Katzenbach, Joy and Douglas Smith. ""The Discipline of Teams,"" Harvard Bus. Rev., Mar-Apr 1993, 111-120.",
2105,,"[Marca92] Marca, David and Geoffrey Bock. Group­",
2106,,,
2107,,"tronic Support of Group Work: Results of a Meta-Analysis,"" Human-Computer Interaction, Vol 7, 1992, 257-280.",
2108,,"[Nunamaker93] Nunamaker, Jay F., Robert 0. Briggs 	and Nicholas C. Romano Jr. ""Meeting Envi­	ronments of the Future,"" Group Ware '93 Con­	ference Proceedings, 125-143.",
2109,,"[Olson92] Olson, Gary M., Judith S. Olson, Mark R. Carter, and Marianne Storrosten. ""Small Group Design Meetings: An Analysis of Collabora­tion,"" Human-Computer Interaction, Vol 7, 1992, 347-374.",
2110,,"[Pfeiffer91] Pfeiffer, J. William. The 1991 Annual: 	Developing Human Resources, University As­",
2111,,"soc, Inc., San Diego, CA, 1991.",
2112,,"[Stefik87] Stefik, Mark, Gregg Foster, Daniel Bobrow, Kenneth Kahn, Stan Lanning, and Lucy Such­man. ""Beyond the Chalkboard: Computer Sup­port for Collaboration and Problem Solving in Meetings,"" Trans of the ACM, vol 30, no 1, Jan. 1987, 32-47.",
2113,,,
2114,,,
2115,,,
2116,,,
2117,,"Distributed Cognition, Leaming Webs, 
and Domain-Oriented Design Environments",
2118,,"Gerhard Fischer 
Center for Lifelong Learning and Design (L3D) 
Department of Computer Science and Institute of Cognitive Science University of Colorado at Boulder",
2119,,,
2120,,"Abstract 
The human mind is limited, making collaboration with",
2121,,"other humans and with things (in our case with compu­tational environments) a necessity rather than a luxury. Relevant knowledge for work and for learning is dis­tributed in our head, in the heads of others, and in the environment.",
2122,,Learning webs are used by (virtual) communities of practice. Domain-oriented design environments (DODEs) support learning webs by allowing all stake­,
2123,,holders in a design process to learn and work collabo­ratively with each other and with their computational environments. DODEs serve as models for the design of collaborative working and learning environments by exploring and supporting different relationships and task responsibilities between humans and computers.,
2124,,"DODEs integrate working and learning by grounding learning in self-directed, authentic activities. They support learning on demand as an essential ele­ment of life-long learning. The creation of DODEs faces the fundamental challenge to make them simulta­neously learner-directed and supportive. DODEs tran­scend other computer-supported cooperative learning systems, which employ the computer only as a medium with few interpretable components. They integrate hu­mans and computational resources more creatively by acknowledging that persons become skill resources only when they consent to do so, whereas computa­tional environments are available at the bidding of the user.",
2125,,"Keywords - situated learning in the workplace, envi­ronments for open-ended and termless learning, theo­ries of collaboration and learning, distributed cogni­tion, life-long learning, learning on demand, learning webs, domain-oriented design environments.",
2126,,"1. Introduction 
In our research over the last fifteen years, we have created conceptual frameworks and innovative systems and we have conducted assessment studies to address",
2127,,,
2128,,"problems of working, learning, and collaboration with computational artifacts. The content domains of our",
2129,,"work are design activities in which design is under­stood very broadly as the process of determining how things ought to be (Simon 1981 ). Design can be seen as a fundamental activity within all professions. It is a collaborative, argumentative process without optimal solutions but with trade-offs. It is impossible for design processes to account for every aspect that might affect",
2130,,"as an evolutionary process, in which all stakeholders the designed artifact. Therefore, design must be treated",
2131,,"continue to learn new information and insights as the process unfolds (Fischer, McCall et al. 1994 ).",
2132,,"The necessity to intertwine learning, working, and collaboration results from the growing recognition that in the information age, change is unavoidable and ob­solescence is guaranteed. Learning can no longer be considered a process that occurs only in schools. We 	have to think of learners not as being inherently iso­",
2133,,"lated but rather as having to learn to make new, differ­ent, and strategic uses of the sources of information around them. The successful student or professional is one who learns how to use research materials, libraries, and computational environments, as well as knowl­edgeable humans (parents, teachers, peers, mentors, and practitioners from other disciplines) to master complex problems.",
2134,,"2. Distributed Cognition: Limitations of the Individual, Unaided Human Mind",
2135,,2.1. Limitations of the Individual Human Mind Human beings have a bounded rationality (Simon 1981). There is only so much we can remember and there is only so much we can learn. Talented people require approximately a decade to reach top profes­,
2136,,"sional proficiency. These general observations provide the rationale that, when a domain reaches a point where the knowledge for skillful professional practice cannot be acquired in a decade, specialization will in­crease, teamwork will become a necessity, and practi-",
2137,,,
2138,,,
2139,,,
2140,,,
2141,,,
2142,,"tioners will make increasing use of external reference aids (such as printed and computational media). With powerful technologies becoming widely available, people take on more complex jobs. Therefore, they need help in accomplishing unfamiliar tasks that are part of an expanded job. Beyond the need for new and changing domain knowledge, there is also a large de­mand for new tool knowledge.",
2143,,"2.2. Distributed Cognition 
Learning is part of living, a natural consequence of be­ing alive and in touch with the world, and not a process separate from the rest of life. Acquiring knowledge cannot be restricted to obtaining a prescribed education at a given time. What learners need, therefore, is not only instruction but access to the world (in order to connect the knowledge in their head with the knowl­edge in the world). Education should be a distributed lifelong process by which one learns material as one needs it. Distributed cognition (Norman 1993) is a ne­cessity in response to the limitations of the individual human mind.",
2144,,"Distributed cognition needs to include humans and things, and the two infrastructures should complement each other. Humans (e.g., coaches, peers, practitioners from other domains) have extensive background knowledge and a shared understanding unavailable in things. Things can store information (e.g., books), highlight relevant information (e.g., graphs, mathemat­ical notations), and retrieve, compute, and analyze in­",
2145,,"formation (e.g., different forms of computational me­dia).",
2146,,"3. Learning Webs 
Illich (Illich 1971) (long before the world-wide web and the information superhighway were a reality) has envisioned learning webs as an alternative and aug­mentation to traditional schooling. The major objec­tives that he envisioned his learning webs would pro­vide were (1) reference services to educational objects, (2) skill exchanges, (3) peer matching, and (4) refer­ence services to educators-at-large. Many collaboration technologies (e.g., most Computer-supported collabo­rative work systems) employ the computer as a medium with few interpretable components. Future computational environments need to integrate humans and computational resources more creatively. Compu­tational environments that can interpret objects, ac­tions, and artifacts (not only from a tool perspective but also from a domain perspective) can make infor­mation and resources available at the bidding of the user, whereas persons become skill resources only when they consent to do so, and they can also restrict time, place, and methods as they choose.",
2147,,"To increase the computational support of collabo­rative environments, a limited shared context must be",
2148,,established. General-purpose information spaces can,
2149,,,
2150,,"have only a limited notion of users' tasks at hand. Do­main-oriented design environments (DODEs) (Fischer 1994) exploit domain semantics and the design context to actively notify designers when there is information they should know. Many current design systems are limited because they function only as ""keepers"" of the artifact, in which one deposits representations of the ar­tifact being designed. Our experience has shown that designers integrate designing and discussing in such a way as to make separate interpretation difficult (Reeves 1993) .",
2151,,4. Domain-Oriented Design Environments DODEs have emerged in our research work as compu­tational environments in support of collaboration. They are semiformal systems that integrate object-oriented,
2152,,"hierarchies of domain objects, rule-based critiquing systems, case-based catalog components, simulation components, checklists, and argumentative hypermedia systems. They support communications and negotia­tions among all involved stakeholders and between the designers and their work in progress. They do limited reasoning and interpretations, trigger breakdowns, de­liver information, and support the exploration of the rationale behind the artifact.",
2153,,"The goals associated with DODEs are (1) to bring task to the forefront by supporting human problem­domain interaction, (2) to create a shared context be­tween designers and computational environments, (3) to create an artifact-centered information repository fa­cilitating collaboration among all stakeholders, (4) to support learning on demand and information delivery, and (5) to have human designers in control. The theo­ries underlying DODEs are (1) to make objects and ideas ready-at-hand, allowing learners to communicate more directly with the task, (2) to support reflection-in­action (Schon 1983), (3) to integrate problem framing and problem solving, (4) to allow design-in-use, and (5) to increase the back-talk of the situations (Fischer, Lemke et al. 1991). The users of DODEs are skilled domain workers who belong to the community of practice that a specific DODE supports.",
2154,,"4.1. An Example: The Voice Dialog Design Envi­ronment 
The Voice Dialog Design Environment (VDDE) (Repenning and Sumner 1992) will be used to illustrate our conceptual framework. Voice dialog interfaces consist of a series of voice-prompted menus. Users press buttons on a telephone keypad and the system re­sponds with appropriate voice instructions. Current in­terface design techniques for voice dialog systems are based on flow charts. It is difficult for designers, cus­tomers, and end-users of these systems to anticipate how the (audio) interaction will sound by simply looking at a static visual diagram. To experience breakdowns, simulations are needed that can serve as representations for mutual understanding by allowing",
2155,,,
2156,,,
2157,,,
2158,,,
2159,,,
2160,,"designers, customers, and end-users to ""experience"" the actual audio interface.",
2161,,The VDDE allows domain designers to create graphic specifications using a gallery of domain-ori­ented components and worksheets on which designers create a specific design. The behavior of the design can be simulated at any time. Design simulation consists of 	a visual trace of the execution path combined with au­,
2162,,dio feedback of all prompts and messages encountered.,
2163,,"Earlier versions of VDDE did not contain a cri­tiquing component, limiting the ""back-talk"" to the de­signers and the learning opportunities provided for them. Voice dialog design is complicated by the fact that there are different rule sets that should be obeyed by a design. VDDE-Critics (Harstad 1993) adds critics",
2164,,"to VDDE to signal additional breakdowns for the de­signers. In addition to earlier critiquing systems, VDDE-Critics allows designers to tailor the ""breakdown"" characteristics of the system to their per­sonal needs by (I) selecting the rule set and the asso­ciated argumentation to be used, (2) determining the intrusiveness of the critiquing mechanisms with the cri­tiquing thermometer, and (3) choosing the design com­ponent to be critiqued (a conceptual unit versus the overall design).",
2165,,"4.2. A Process Model Illustrating Collaborative Processes in Design Environments 
Design problems are intrinsically ill-defined, open­ended, and ""wicked,"" making it impossible to predict, let alone collect, all the potentially relevant informa­tion in advance. They must capture information con­tinuously over the lifetime of the system and make that information available to designers when it is relevant to their particular tasks. We have developed the SER model, a process model for the evolution of domain­oriented design environments (Fischer, McCall et al. 1994) consisting of three phases: seeding, evolutionary growth, and reseeding.",
2166,,"During seeding, environment developers and dor main designers collaborate to create a design environ­ment seed. During evolutionary growth, domain de­signers create artifacts that add new domain knowledge to the seed (i.e., new knowledge is generated and inte­grated into the environment by the domain designers themselves rather than produced by the environment developers). In the reseeding phase, environment de­velopers again collaborate with domain designers to organize, formalize, and generalize new knowledge.",
2167,,"4.3. Increasing the Situation Awareness 
Design is a well-suited activity to explore concepts in collaboration because the design activity takes place within the computational environment. The ""situation awareness"" of a DODE is increased through the fol­lowing mechanisms: (1) the domain orientation allows a default intent to be assumed, namely, the creation of",
2168,,an artifact in the given domain; (2) the construction,
2169,,,
2170,,"situation is accessible and can be ""parsed"" by the sys­tem, providing the system with information about the artifact under construction; (3) the specification com­ponent allows one to explicitly communicate high­level design intentions to the system; and (4) the em­bedding of annotations contextualizes messages to other stakeholders rather than communicating them in a decontextualized e-mail message.",
2171,,"4.4. Learning on Demand and End-User Modifia­bility 
DODEs provide learning-on-demand opportunities (Fischer, Lemke et al. 1991) for a designer through cri­tiquing, simulation, and access to contextualized argu­mentation and cases. But the information flow is not only one-directional. Using DODEs, designers will transcend the existing knowledge and contribute new knowledge themselves. Because these designers are domain designers and not software designers, end-user modifiability support is required.",
2172,,"End-users may wish to have functionality that fits their needs, but the creation of this functionality is a difficult task. Two major approaches, namely pro­grammable design environments (Eisenberg and Fis­cher 1994) and collaborative work practices (Nardi 1993), make end-user programming a more realistic challenge. Collaborative work practices, leading to the development of power users and local developers, are naturally developing practices in communities where end-user modifiable tools are available.",
2173,,"5. The Support of DODEs for Collabora­tive Learning-Lessons Learned From 
Our System-Building Efforts 
If things are basic resources for learning, then the quality of the environment and the relationship of per­sons to them will determine how much they will be able to learn. DODEs are instrumental versions of sys­tems that are simultaneous Iv user-directed and compu­",
2174,,tationally supportive (the�eby complementing open learning environments and intelligent tutoring systems,
2175,,"with an additional alternative). DODEs support human problem-domain communication by reducing the de­mands of learning about the tool. They offer a variety of different learning opportunities through critiquing, simulation, argumentation, and examples. Having an increased situational awareness through the integration of the different components, DODEs are able to incre­mentally obtain a partial understanding of the task at hand and to contextualize information to it.",
2176,,"While cognitive questions and content are impor­tant, collaboration technologies raise numerous other issues. What will make people want to share? What will motivate people to make their knowledge explicit and contribute it to an organizational memory (especially, if they have to do the work but are not nee-",
2177,,,
2178,,,
2179,,,
2180,,,
2181,,,
2182,,"essarily the beneficiaries of it)? These questions will in the long run be more important than technological is­sues, and successful models to answer them positively are still quite rare.",
2183,,"One of the benefits of integrating working and learning is the potential increase in motivation. Motiva­tion to learn new things is critically influenced by op­timal flow, a continual feeling of challenge, direct en­gagement, the right tools for the job, and a focus on the task (Csikszentmihalyi 1990). Users are willing and motivated to learn when the following conditions hold:",
2184,,"(1) They actively desire and control learning-sup-ported in DODEs by the integration of working and learning allowing learners to be engaged in authentic, self-directed activities.",
2185,,(2) They are successful in finding and using new in­formation-supported in DODEs by contextualiz­ing new information to the task at hand and to,
2186,,,
2187,,"Acknowledgments 
The author would like to thank the members of the ""Center for LifeLong Learning and Design"" at the University of Colorado. The research was supported by",
2188,,"(1) the National Science Foundation, Grant RED RED-9253425; (2) the ARPA HCI program, Grant N66001-94-C-6038; (3) the National Science Foundation and the Advanced Research Projects Agency under Coop­erative Agreement No. CDA-940860; (4) NYNEX Sci­",
2189,,Associates (SRA); and (6) PFU. During academic year ence and Technology Center; (5) Software Research,
2190,,"1994/95, the author was supported by the ""SEL­Stiftungsprofessur"" of the Technical University Darm­stadt.",
2191,,"References 
Csikszentmihalyi, M. (1990). Flow: The Psychology of 	Optimal Experience. HarperCollins Publishers.",
2192,,,
2193,,,
2194,,,
2195,,"amples, and by illustrating complex behavior with simulations.",
2196,,"(4) Their environments are intrinsically motivating and allow them to achieve interesting results with a reasonably small effort-supported in DODEs through human problem domain communication, which allows users to focus on their tasks.",
2197,,"6. Conclusions 
Design activities require learning and collaboration. We have developed conceptual frameworks and inno­vative systems that support not only the creation of the artifact but also the professional communities engaged in design as professional practitioners. We have learned from our efforts that older frameworks of edu­cation-associated with notions of instructionism, memorization, and decontextualized learning--cannot be shaken merely by the presence of technology, whether that technology takes the form of intelligent tutoring systems, multimedia, or world-wide connec­tivity. New frameworks must instead be devised to support lifelong learning-learning webs that allow integration of learning, working, and collaborating; en­gagement in authentic problems; self-direction in learn­",
2198,,ing tasks; and creation of new content and domain ar­eas.,
2199,,,
2200,,"Fischer, G. (1994). Domain-Oriented Design Environ­ments. Automated Software Engineering. Boston, MA, Kluwer Academic Publishers. 177-203.",
2201,,"Fischer, G., A. C. Lemke, et al. (1991). The Role of Critiquing in Cooperative Problem Solving. ACM Transactions on Information Systems. 123-151.",
2202,,"Fischer, G., R. McCall, et al. (1994). Seeding, Evolu­tionary Growth and Reseeding: Supporting In­cremental Development of Design Environ­ments. Human Factors in Computing Systems, CHl'94 Conference Proceedings (Boston, MA). 292-298.",
